EEG Fp1_delta,EEG Fp1_theta,EEG Fp1_alpha,EEG Fp1_beta,EEG Fp1_gamma,EEG Fp2_delta,EEG Fp2_theta,EEG Fp2_alpha,EEG Fp2_beta,EEG Fp2_gamma,EEG F3_delta,EEG F3_theta,EEG F3_alpha,EEG F3_beta,EEG F3_gamma,EEG F4_delta,EEG F4_theta,EEG F4_alpha,EEG F4_beta,EEG F4_gamma,EEG F7_delta,EEG F7_theta,EEG F7_alpha,EEG F7_beta,EEG F7_gamma,EEG F8_delta,EEG F8_theta,EEG F8_alpha,EEG F8_beta,EEG F8_gamma,EEG T3_delta,EEG T3_theta,EEG T3_alpha,EEG T3_beta,EEG T3_gamma,EEG T4_delta,EEG T4_theta,EEG T4_alpha,EEG T4_beta,EEG T4_gamma,EEG C3_delta,EEG C3_theta,EEG C3_alpha,EEG C3_beta,EEG C3_gamma,EEG C4_delta,EEG C4_theta,EEG C4_alpha,EEG C4_beta,EEG C4_gamma,EEG T5_delta,EEG T5_theta,EEG T5_alpha,EEG T5_beta,EEG T5_gamma,EEG T6_delta,EEG T6_theta,EEG T6_alpha,EEG T6_beta,EEG T6_gamma,EEG P3_delta,EEG P3_theta,EEG P3_alpha,EEG P3_beta,EEG P3_gamma,EEG P4_delta,EEG P4_theta,EEG P4_alpha,EEG P4_beta,EEG P4_gamma,EEG O1_delta,EEG O1_theta,EEG O1_alpha,EEG O1_beta,EEG O1_gamma,EEG O2_delta,EEG O2_theta,EEG O2_alpha,EEG O2_beta,EEG O2_gamma,EEG Fz_delta,EEG Fz_theta,EEG Fz_alpha,EEG Fz_beta,EEG Fz_gamma,EEG Cz_delta,EEG Cz_theta,EEG Cz_alpha,EEG Cz_beta,EEG Cz_gamma,EEG Pz_delta,EEG Pz_theta,EEG Pz_alpha,EEG Pz_beta,EEG Pz_gamma,label,Subject
5.636643891728932e-11,7.463436162388122e-12,1.47527580731884e-11,1.67889988632894e-11,7.65097739890145e-12,1.321485519185411e-11,6.520660801725004e-12,6.863099026630167e-12,1.980568158326661e-11,5.295288817835121e-12,3.493401234379401e-11,2.268551802189656e-11,3.499954758502018e-11,2.613000285422337e-11,1.245695631503394e-11,4.24064406783248e-11,1.47484195219222e-11,2.179574173360416e-11,1.702280418395059e-11,8.342350152214177e-12,2.600594779563333e-11,1.008070849458113e-11,7.017827634597974e-12,1.705884989656713e-11,7.317075549582095e-12,6.07992830743054e-11,2.30176061156763e-11,6.756544711684927e-12,2.243331013359908e-11,5.467132995244934e-12,1.781000847186901e-11,2.129019050271654e-11,1.296431433625911e-11,3.8462401936151e-11,1.312040825943542e-11,3.24512602664646e-11,1.310350371268256e-11,2.959020441479401e-12,2.449666276168355e-11,6.469344344086296e-12,3.437228258293263e-11,2.558984157490236e-11,1.965694939381788e-11,2.545656332475029e-11,1.157581582796848e-11,4.061121447973048e-11,1.439194274405723e-11,7.965154150305186e-12,3.923554709010986e-11,1.265096170798459e-11,1.956448755917225e-11,3.883243728186253e-11,1.912275384117656e-11,3.914447342881271e-11,7.641078157306768e-12,2.744370954485357e-11,1.450610355604852e-11,2.110484948973768e-11,3.80915824940531e-11,9.485993854531186e-12,2.949390725845307e-11,3.736673094068018e-11,1.20662652586142e-11,3.076126990789528e-11,9.068805583702281e-12,2.870825075194593e-11,3.092327828204987e-11,6.769320287142791e-12,3.110551772548976e-11,1.004668002952056e-11,5.311460623808508e-11,5.506610027512463e-11,7.411240468788436e-12,6.196160023875757e-11,1.310051981437721e-11,2.457620284329463e-11,3.213449283383476e-11,3.715077738943078e-12,3.693839189420532e-11,1.23711734267787e-11,6.377711287602596e-11,1.684392886911623e-11,2.768417554709035e-11,2.711117628349816e-11,1.442943981101034e-11,3.067975934970634e-11,2.259970695067742e-11,1.693075936689699e-11,2.014664450613621e-11,1.208037343911371e-11,1.350227497017584e-10,2.774309001248164e-11,1.030804861686622e-11,3.256245319934338e-11,8.646290694567441e-12,1,Subject34
6.901779337099192e-11,1.076426090333415e-11,1.022314769865392e-11,1.549500323043356e-11,6.220853527364514e-12,7.534349525882516e-12,3.760862825490806e-12,1.018652908807406e-11,2.022209980993136e-11,5.640235763092362e-12,4.001190875000222e-11,1.558291658761158e-11,4.1803402948508e-11,1.816067618302286e-11,9.30634509497907e-12,4.118329246025429e-11,1.431123078624271e-11,2.6177666695744e-11,2.167279413215896e-11,8.243764309482678e-12,2.894738064734299e-11,1.105064851937969e-11,5.924661975724307e-12,1.415299514320774e-11,5.775892709498286e-12,7.19086104566072e-11,2.977233949639638e-11,1.305196762748195e-11,2.703809796336296e-11,7.079346092650829e-12,2.887979744141547e-11,1.348718001065518e-11,8.55889715792049e-12,1.985226361456332e-11,8.975622431126825e-12,2.738833529291915e-11,7.229258860373e-12,5.155288397677983e-12,1.84183146847471e-11,8.443711454560619e-12,4.281968031447412e-11,1.636564520897295e-11,1.497081749585206e-11,1.829783890894912e-11,8.735498899051424e-12,4.042118271246668e-11,7.820558954608281e-12,8.386729266897113e-12,4.683161680723376e-11,1.237046385895428e-11,2.356015928614397e-11,2.06539393395789e-11,1.033594407078224e-11,2.685649636271557e-11,5.381036547748374e-12,2.461748457466775e-11,5.321282734618115e-12,1.394190663648869e-11,2.386213780301896e-11,1.177560295228872e-11,4.836139146722459e-11,2.470440556563165e-11,7.368903005093308e-12,2.977491001504118e-11,8.445567652350134e-12,4.544106996997266e-11,1.53945975663703e-11,5.592426664976674e-12,3.187179821777964e-11,1.482467563190604e-11,6.411030419769236e-11,3.161170633538043e-11,6.057701806094891e-12,5.930555673427897e-11,1.385618907991647e-11,3.226865945501255e-11,1.838374017905856e-11,2.988873788032028e-12,3.837145192438382e-11,1.848121647506367e-11,6.158132040033442e-11,2.211238503737686e-11,3.242802419126448e-11,2.456868284528293e-11,1.038012288053437e-11,2.9438495046589e-11,9.697615093737686e-12,1.297884581822581e-11,2.425256575274596e-11,8.403523812938825e-12,1.61408311987441e-10,2.100410857729309e-11,5.872141396017776e-12,3.864899767711104e-11,1.270791999605431e-11,1,Subject34
9.829224011596912e-12,4.251204817670341e-12,6.578577082267281e-12,1.473258029724785e-11,3.533155134765398e-12,1.961046229901307e-11,4.742734078290361e-12,2.503226379991276e-12,2.297444939474344e-11,5.051452437482143e-12,1.954436297726643e-11,9.443323339014999e-12,1.077541725879605e-11,1.926076254704114e-11,4.710984605442972e-12,2.0678140533817e-11,5.95328897960428e-12,4.460198937896193e-12,2.700051351342814e-11,6.48852898243975e-12,1.757645191584668e-11,8.334367439109299e-12,7.190319449771217e-12,1.039784208240654e-11,2.587350058106436e-12,3.71034928117462e-11,7.51615314225824e-12,3.518683814101517e-12,2.260572754448509e-11,5.316885377291341e-12,1.050301364519174e-10,1.260507337137043e-11,6.93616264689417e-12,1.557127107943306e-11,6.680621609007797e-12,5.873135572798694e-11,1.121209320889484e-11,6.206263495310263e-12,1.272663211819397e-11,5.383804549930879e-12,1.81386157441105e-11,6.410479980502818e-12,9.946684780090515e-12,1.263145756326225e-11,4.926408489976207e-12,2.473129095011651e-11,8.281461275279329e-12,7.174248518354985e-12,1.62788694880101e-11,5.597877210401681e-12,1.700164119953864e-11,7.218523509606565e-12,7.299253782170974e-12,1.011244095786409e-11,6.847440334350471e-12,9.596244946812956e-11,8.010042733822424e-12,5.133619784818144e-12,8.442243729318759e-12,3.659492708919574e-12,2.153355362304799e-11,5.684552568318851e-12,9.97033230362208e-12,9.456545303111016e-12,4.914838207613852e-12,3.261852925484992e-11,8.339520258289739e-12,9.618934376870819e-12,1.126760868902417e-11,5.985359595836036e-12,5.142701219336989e-11,1.023083880082755e-11,6.962222700173392e-12,1.75322017058808e-11,9.080104841919088e-12,6.573276164667602e-11,1.552958292563447e-11,1.027601152111864e-11,1.601679128439129e-11,8.287067620775407e-12,1.402030885285269e-11,6.071186257596056e-12,7.308203289939191e-12,2.513149547394164e-11,6.656410824161431e-12,3.365010256684382e-11,1.003324789638136e-11,1.293150571169703e-11,1.871729673391427e-11,5.534651493198113e-12,3.428997030854165e-11,7.812403677515439e-12,9.842735867913232e-12,9.473871607720971e-12,6.202039389859964e-12,0,Subject35
9.59562250412769e-12,6.435479265999022e-12,7.894649837565712e-12,9.575750960496601e-12,2.630916620239385e-12,1.889946373552178e-11,3.950832945215166e-12,5.229131571566035e-12,1.342030577141242e-11,3.958450465484342e-12,1.638305217501477e-11,1.162154311923281e-11,1.511652038305582e-11,1.477795246938602e-11,3.68775579009808e-12,1.877583379243062e-11,6.768694830194568e-12,8.201680533315222e-12,1.300835270577135e-11,5.373461355807845e-12,2.546692470640188e-11,7.94267517150217e-12,8.552467636672527e-12,9.174393216219663e-12,2.654165364941999e-12,4.610080101685005e-11,6.756301895501995e-12,2.530312382962397e-12,1.092717464853822e-11,5.543184752892697e-12,7.216216584572945e-11,1.102542622894862e-11,4.314868258358959e-12,1.520197006302296e-11,5.607633533250902e-12,2.913336976567029e-11,1.598444801722776e-11,9.025465656143452e-12,9.282428353520244e-12,4.130246374349008e-12,1.095577919021515e-11,7.496115246445081e-12,1.222156444153852e-11,1.342703364073034e-11,4.12859432351025e-12,1.749069381700693e-11,6.076297263608275e-12,1.121083896717208e-11,1.135478897903711e-11,4.933139676012317e-12,2.277048058864895e-11,4.860861214556355e-12,5.111699181016301e-12,1.482260731354613e-11,5.826678748249943e-12,6.26392568956119e-11,5.43569370831764e-12,5.671122426792508e-12,8.370762496964452e-12,4.785897093095505e-12,1.573165609163197e-11,6.01848281333027e-12,9.379170773056201e-12,1.256241986424922e-11,6.665154348203987e-12,2.755381548780093e-11,5.59538710396875e-12,7.443847550125956e-12,9.466861399741577e-12,4.821998673006241e-12,2.022101846265825e-11,5.962457460501386e-12,7.360187586313606e-12,3.53803180637605e-11,1.078184262771996e-11,5.378428620442619e-11,1.120220851890014e-11,5.859562993337432e-12,1.692619274040527e-11,5.832806101837418e-12,1.618145952259154e-11,8.44024556131668e-12,1.283759502044735e-11,1.583537304139337e-11,5.068272674469943e-12,1.83452694708128e-11,9.237704945494719e-12,1.812812873420926e-11,1.539052955448835e-11,4.804552832276308e-12,1.987869014766454e-11,5.644178469225236e-12,8.963920155052222e-12,1.001805333106484e-11,5.873556362560974e-12,0,Subject35
2.335243339052009e-11,1.641937602469589e-11,1.007267009575865e-11,1.438341883698745e-11,3.704539732372183e-12,2.294686437637606e-11,1.007542001812966e-11,9.423930919604945e-12,2.040829288108436e-11,5.343021236889094e-12,2.993697356222218e-11,2.302571773329991e-11,2.021379847220116e-11,2.273818635257418e-11,5.144092303830691e-12,2.783549794472156e-11,2.193076289324507e-11,1.668507963964464e-11,2.495974274733813e-11,8.640045312199672e-12,2.928313571568922e-11,1.28667723368007e-11,1.18265837387954e-11,1.288598112005995e-11,2.933662528400131e-12,2.994617805611558e-11,7.908090778366057e-12,3.523884914640637e-12,2.03623922436027e-11,9.101015776733604e-12,3.440197922976271e-11,9.638559932694631e-12,1.239873116016326e-11,2.050147621835801e-11,3.001294511271683e-12,3.590791632169852e-11,2.53016740079926e-11,1.102097305658049e-11,1.018179236569407e-11,3.713625040556105e-12,2.913908223587757e-11,2.188192802747266e-11,2.623555627217345e-11,1.924366508563644e-11,2.106931535626665e-12,4.138572751720163e-11,2.331960339672789e-11,2.489335458830929e-11,1.9844851491096e-11,4.043036369562231e-12,2.240376195555074e-11,1.424273105911299e-11,1.405460963816842e-11,2.344155062257558e-11,4.724002666194658e-12,5.500274341636074e-11,6.888619975382284e-12,4.025194583381478e-12,1.138311196698529e-11,6.256413399582424e-12,3.541980481562283e-11,1.639072803166284e-11,1.752216313033908e-11,2.520434763093544e-11,4.675721105629265e-12,7.210493854616887e-11,1.476654079119369e-11,1.231378403699064e-11,1.780038087857568e-11,4.41060463110717e-12,5.023365864456672e-11,1.737007620034935e-11,8.32946670588185e-12,8.772244834584381e-11,1.142043717316153e-11,7.86150748235356e-11,1.511724075872929e-11,6.925675349936441e-12,4.781147878608859e-11,6.480497569988956e-12,2.990134918609403e-11,2.277459616277648e-11,2.155450788299253e-11,2.728383357632548e-11,5.652373443668717e-12,4.555612408257429e-11,2.325696959244081e-11,3.451244937212795e-11,2.412442230964455e-11,3.371557545054441e-12,7.48471367677516e-11,2.064370519328973e-11,1.328130809542944e-11,3.182169421582897e-11,5.572823771387254e-12,0,Subject35
1.715437482789104e-11,1.033472308722921e-11,7.744597703373072e-12,1.833300130862663e-11,3.728285432159471e-12,1.939015005648835e-11,9.329238554453849e-12,9.317221645721355e-12,2.462908157144686e-11,4.438236595392552e-12,2.41243633863779e-11,1.504436520740979e-11,1.566681324661137e-11,2.473632635831693e-11,5.856948631671939e-12,3.371241454176707e-11,2.469947558847489e-11,1.786560197640709e-11,2.671070508452661e-11,8.002566039719793e-12,1.442220302268295e-11,7.954775189984144e-12,9.69825752557718e-12,1.427707879182396e-11,3.716573520938843e-12,3.631340997708629e-11,8.61691330097327e-12,6.000066532720182e-12,1.813584390094576e-11,7.493519739305502e-12,4.181029685002039e-11,1.159833321683102e-11,1.520768823261163e-11,2.629534998252074e-11,7.432819243853676e-12,5.106130868518154e-11,2.989230069282193e-11,1.246412873981513e-11,1.207367369669953e-11,4.186833547481014e-12,3.543595896700788e-11,2.46461603605417e-11,2.693161870110977e-11,1.927411244052826e-11,3.825049846999724e-12,4.207641380064812e-11,3.1327077969825e-11,2.606175892336684e-11,1.82859937627673e-11,4.274056169087411e-12,3.737546938822936e-11,1.855376850524751e-11,1.813659338817352e-11,2.741874077307976e-11,9.47575174036495e-12,4.803412290495332e-11,1.273472120046337e-11,6.978572663209445e-12,1.40486602169589e-11,3.120051490058807e-12,4.135442087052145e-11,2.345252654117412e-11,1.831224765167151e-11,3.250000136559308e-11,6.968641848027786e-12,7.099639251020538e-11,2.071772974866416e-11,1.50674987595707e-11,3.427031608740985e-11,3.906482578873326e-12,6.709856917459946e-11,2.914206808640996e-11,1.218627323116517e-11,1.168797979871909e-10,1.414871248930479e-11,6.331736156454259e-11,2.513236638361615e-11,6.934912051066155e-12,8.258325127099332e-11,5.973128501861215e-12,2.703928156836601e-11,2.028720649483271e-11,1.882714070338515e-11,2.881075627431358e-11,5.218025882077085e-12,4.854286431575529e-11,2.933525252269822e-11,3.5667876742392e-11,2.275716974183334e-11,4.870522744569627e-12,6.48356395121085e-11,2.86627312846572e-11,1.527929690438279e-11,4.683491509512118e-11,6.268655443947222e-12,0,Subject35
1.861904745052093e-11,6.565112240612888e-12,4.946899490783193e-12,1.472417532637482e-11,2.940998640901976e-12,2.860749371265438e-11,5.244686044018381e-12,6.092705406839315e-12,1.857936765905268e-11,3.493206575326048e-12,3.199317963501449e-11,9.069826429594095e-12,6.927622419596225e-12,2.088326739769508e-11,4.511790723188452e-12,4.212823257987147e-11,1.163081816171667e-11,8.767466246376421e-12,2.038559377066489e-11,3.97038787361516e-12,2.582345646615453e-11,4.260505903156405e-12,4.700343472998505e-12,1.28190729280711e-11,2.812006041797921e-12,5.091591134581028e-11,4.022881807884346e-12,4.700732535967144e-12,1.349244951361115e-11,4.319662045403674e-12,3.330588043590892e-11,6.610838753699866e-12,6.048722925595901e-12,1.478704237116909e-11,6.583199050280167e-12,1.150399092510038e-10,4.034359438367122e-11,8.1495494118207e-12,1.293910448668191e-11,5.258607708323594e-12,2.216261205958429e-11,9.36851731554682e-12,1.273116882538214e-11,1.834071372311194e-11,3.35048887148452e-12,2.71495588761747e-11,1.158129247709223e-11,9.165560585360564e-12,1.692662038314908e-11,3.480018544366605e-12,3.715844997332905e-11,1.15662582116754e-11,8.127208623941382e-12,1.744490757879055e-11,7.840854322801739e-12,4.099579987557159e-11,1.038275450961109e-11,5.078129675695636e-12,1.21362928526823e-11,3.356529199281501e-12,3.974356871685367e-11,1.145273520190824e-11,1.143735577108003e-11,1.795223084633263e-11,5.993311489716232e-12,3.363780652879931e-11,1.170976449719969e-11,7.360846092724321e-12,1.770897973390866e-11,3.979694450512888e-12,2.644977296114498e-11,1.697006407950315e-11,7.21424972221955e-12,3.233449242647905e-11,9.865817963370144e-12,2.650030390808231e-11,1.505662026194155e-11,7.095863057863527e-12,2.134394759803819e-11,5.200813077159702e-12,2.92748523591363e-11,1.051591902782813e-11,8.197096384888585e-12,2.13944438482155e-11,4.169231301548851e-12,3.039734539156409e-11,1.409822796924351e-11,1.372536124305728e-11,2.141308420005811e-11,3.351536192768895e-12,3.385745495445272e-11,1.475297726433288e-11,9.941270448730467e-12,2.159888654484613e-11,5.498961915600858e-12,0,Subject35
2.082301612762983e-11,8.242347958813464e-12,6.732130628178547e-12,6.390431128203725e-12,2.598446588000633e-12,2.745218250504738e-11,6.039810076793767e-12,5.192562998365544e-12,9.61065625505009e-12,3.660954238640732e-12,3.455068235882078e-11,1.166102940215222e-11,1.044112550187009e-11,9.697024787385382e-12,4.088205102262778e-12,3.137483514350287e-11,1.337024772831603e-11,1.545498561022796e-11,1.139522279909417e-11,3.817679356619121e-12,2.96935926170101e-11,5.735135913138637e-12,3.930780343891207e-12,5.420250670974801e-12,2.683770168662355e-12,3.962699116124714e-11,4.968541311546973e-12,4.52368576592958e-12,9.83585974837941e-12,3.920493144437549e-12,4.653384269017495e-11,1.065158329592438e-11,6.101158025746008e-12,9.981063105840044e-12,4.413688124366362e-12,1.806277179223792e-10,2.097986227951078e-11,8.987973283114259e-12,9.74172932214927e-12,2.69940923000082e-12,2.253793995086154e-11,7.83540445850042e-12,1.068285791405226e-11,9.17699114084813e-12,3.885903399768132e-12,2.861929410556059e-11,7.416939005312896e-12,1.372424751393045e-11,1.097494027891975e-11,3.180990326489957e-12,3.435579116785373e-11,9.390006621796363e-12,3.384198093506025e-12,9.342700169125427e-12,5.005733988190597e-12,6.004291791116432e-11,7.60128139247686e-12,3.917369484590147e-12,7.276864481812926e-12,3.136918626351632e-12,3.938637064833537e-11,5.443702221670851e-12,6.801457088302952e-12,1.265275777326181e-11,5.003096893694185e-12,3.65228407733096e-11,9.66283221783852e-12,9.480451564427539e-12,1.140260102904992e-11,3.038396071734495e-12,1.943743626953971e-11,9.465519691708955e-12,6.124650863186353e-12,2.233504466752076e-11,8.562738422062453e-12,4.425800666909746e-11,1.086855657388923e-11,8.186960202559369e-12,1.692120621308919e-11,4.60876010384805e-12,3.032905585355163e-11,1.216083689177953e-11,1.314650773890808e-11,1.109862808073977e-11,4.778800824422617e-12,4.048390273729937e-11,9.224748142369373e-12,1.793803523956842e-11,1.341128248506905e-11,3.764779383169378e-12,4.155260521883013e-11,9.738513832691217e-12,8.651675953319621e-12,1.373252093534934e-11,4.197408774234154e-12,0,Subject35
1.017025306297207e-11,5.930631975504542e-12,7.585800845176126e-12,6.390616561417091e-12,2.940969383837148e-12,2.200511720078511e-11,6.809655870059005e-12,7.713655115279286e-12,1.043844277749656e-11,3.116942908345011e-12,2.309891808383411e-11,9.38284446228135e-12,1.378697074573727e-11,1.046353455434167e-11,4.388954957685792e-12,3.271591756681665e-11,1.522388352966312e-11,1.967928061474437e-11,1.326796965158738e-11,3.860747307664545e-12,3.074982221986491e-11,7.519341059558488e-12,6.36913112419925e-12,5.770714076403481e-12,2.430834382099806e-12,2.623661140302046e-11,7.798225793772716e-12,5.056859297662733e-12,1.239894663793795e-11,4.266172284640208e-12,6.654559620574482e-11,5.119394731870864e-12,7.259999020681199e-12,1.2950466548896e-11,3.432438047114219e-12,1.113564206969512e-10,1.596453568708603e-11,6.035253118197178e-12,1.152485476397095e-11,4.367096087265668e-12,2.166783148798375e-11,1.332598393215819e-11,1.250064166572731e-11,9.612727660167844e-12,2.938001593482935e-12,2.634124636189473e-11,1.166829371213252e-11,1.457378894309195e-11,1.20684640846693e-11,3.952311509725146e-12,1.285738274763266e-11,7.040736699365403e-12,7.116060358525863e-12,1.314907181952354e-11,3.867916175869378e-12,1.01516358631432e-10,6.477479574598442e-12,2.159726704171472e-12,6.020510241592864e-12,3.701284434839375e-12,2.178120617328161e-11,8.392188360919286e-12,9.491695412038747e-12,1.110497128956254e-11,3.727829187218031e-12,2.973273546712936e-11,1.105554864231566e-11,1.026716661119893e-11,1.049275701075586e-11,3.269953278131031e-12,1.649352373921728e-11,8.215648603790336e-12,9.63887617014833e-12,2.047246886622748e-11,8.393251546335418e-12,3.247657682675504e-11,1.19055940478398e-11,9.131205387809716e-12,1.309160535088476e-11,4.23400828888573e-12,2.242108568607753e-11,1.275011246918782e-11,1.69964532066727e-11,1.367542413708052e-11,4.645107492153161e-12,3.005823435689769e-11,1.785410092125405e-11,1.921525761942245e-11,1.573340428822286e-11,3.740713138337236e-12,3.30960717607873e-11,1.19430711213902e-11,1.257482763316832e-11,1.282795531076908e-11,3.377647351945243e-12,0,Subject35
1.239669110613021e-11,4.954311402142949e-12,4.052171886753355e-12,9.82918804260332e-12,2.845326726767406e-12,9.699526272163606e-12,5.557481933466883e-12,4.34423215460491e-12,1.260613215276496e-11,3.157358514428224e-12,2.739202517025043e-11,1.037214438531512e-11,6.683530884037841e-12,1.615152236842443e-11,4.314777035284029e-12,1.485270584792308e-11,1.407597195975502e-11,1.061615260257036e-11,1.683696715593655e-11,3.865951857495062e-12,1.944433823290397e-11,1.068398210454798e-11,4.423564893814911e-12,9.437952317843424e-12,2.36109668446531e-12,2.447393489612688e-11,1.628709677170533e-11,5.930858749202884e-12,1.135489080727492e-11,3.013452610630081e-12,2.214073868611097e-11,8.762706946896558e-12,6.721581047539622e-12,1.21263515613917e-11,3.126060813954266e-12,4.126151000336153e-11,1.97591885690467e-11,4.985571525181237e-12,1.06906337084732e-11,4.25501303888499e-12,1.530564574871308e-11,1.194572455222179e-11,9.006817881737744e-12,1.419484221826125e-11,2.800794169850514e-12,1.03027381663434e-11,1.279952167483484e-11,8.177074904501684e-12,1.352031546689616e-11,3.477997830088552e-12,1.269910407953404e-11,4.503925092328147e-12,6.445288008467425e-12,1.113222392068996e-11,3.577255020521966e-12,1.131870267881402e-11,1.02863026054619e-11,1.481991306076672e-12,9.662701464015268e-12,3.376029916049565e-12,9.617785361863545e-12,6.094460801685867e-12,7.829758295347786e-12,1.059709639294802e-11,3.362791689610183e-12,1.546722716676543e-11,8.446258196775613e-12,8.151944952508167e-12,1.076552751066847e-11,3.732809736366276e-12,2.38971817183084e-11,5.08764285338583e-12,6.445184981417325e-12,2.170702823387347e-11,7.034283822969897e-12,2.390264456212012e-11,8.044700648423364e-12,6.453828071438099e-12,1.468200787855231e-11,5.516185920680444e-12,1.338962928405015e-11,1.21156641514822e-11,8.166913642530328e-12,1.892196569559961e-11,4.598450987635722e-12,1.418798753416985e-11,1.905065692246678e-11,1.155835267172061e-11,1.988784348834983e-11,3.710074627779653e-12,1.937595470646479e-11,9.167669008855032e-12,1.091516514968323e-11,1.208440641023365e-11,3.136003234926473e-12,0,Subject35
1.577739121356058e-11,6.272668802140259e-12,3.039812294615641e-12,1.397706217182189e-11,2.789725857338205e-12,1.268625626752079e-11,6.216559828780378e-12,2.903444870944425e-12,1.503838326214237e-11,3.973065707965631e-12,3.17296509329368e-11,1.433009352364827e-11,5.357889761001134e-12,2.25219139680231e-11,4.781497385815784e-12,2.540536552536191e-11,1.040354859742887e-11,7.228957981537376e-12,1.893226748731357e-11,5.416169518571451e-12,2.08216780332334e-11,9.106048356067917e-12,2.568239379410555e-12,1.323055819528208e-11,2.684801256890238e-12,1.697158664757305e-11,7.611715680689643e-12,4.284123504298518e-12,1.695316149044741e-11,4.84477503674269e-12,2.789054999365418e-11,6.607299079941394e-12,5.270267690641489e-12,1.749428435211525e-11,5.295010991359826e-12,8.99464088542624e-11,8.984463058158575e-12,6.154838270152415e-12,1.057348659756113e-11,5.116512141878636e-12,1.793690857118135e-11,1.377082845801168e-11,5.567194572013169e-12,2.057098688124574e-11,4.258145078817538e-12,1.864869103816097e-11,1.004834537625664e-11,6.271251776432645e-12,1.634126175901577e-11,3.869010708060978e-12,1.385516364349942e-11,8.620669952804697e-12,6.278844362478629e-12,1.718405012762458e-11,4.69805550949409e-12,3.824778195176335e-11,3.794465719008476e-12,4.16719877375324e-12,2.039115057663049e-11,3.582344186388029e-12,1.599691943609878e-11,1.046817510131484e-11,5.158991298437327e-12,2.070541008072567e-11,5.241225803140938e-12,2.075148106362561e-11,9.937447239380327e-12,8.753037343656201e-12,1.829710630858242e-11,3.800488133681622e-12,3.51111978432216e-11,9.011058495070391e-12,6.342700814126959e-12,4.911185263015616e-11,1.13626659368043e-11,3.137255236806098e-11,1.264670699085108e-11,6.745066997188147e-12,3.144715681487272e-11,7.461734058410963e-12,2.289757343421717e-11,1.226006167008072e-11,5.381095568416903e-12,2.249697087518164e-11,5.922196332880123e-12,1.999138454342086e-11,1.531338681587302e-11,8.163596891887607e-12,2.367788167689526e-11,4.055216214382985e-12,2.578960744227382e-11,1.07959463263618e-11,8.14084749134839e-12,2.583087543200534e-11,4.527140899059936e-12,0,Subject35
1.144952901181153e-11,9.191374719023298e-12,5.156451105745138e-12,8.270966903733326e-12,2.286132975582053e-12,1.979613258312461e-11,7.985681664322989e-12,3.163692825378575e-12,1.074561009511971e-11,2.701235259934036e-12,2.982801306652498e-11,1.781596177256678e-11,8.783741584854222e-12,1.254705359322391e-11,3.919816030510853e-12,2.129006630844052e-11,1.328932223148361e-11,8.166170082130337e-12,1.209648072465267e-11,3.733487038027799e-12,2.753107778618568e-11,9.458538936067849e-12,5.248977072286226e-12,6.725088827839477e-12,2.42339005388133e-12,3.490117892023411e-11,1.188734752436027e-11,4.937975613593611e-12,1.154713192250611e-11,3.361625925202472e-12,3.42101038672119e-11,6.612928552817347e-12,4.465112311133056e-12,1.417164157017661e-11,4.431731900385662e-12,7.422863214679067e-11,7.696536966126601e-12,4.753606991957657e-12,8.387602488505834e-12,2.067806085915246e-12,1.912902384954362e-11,1.234227153556532e-11,6.030811197283362e-12,1.264254677664962e-11,3.408378519724928e-12,1.875847860522112e-11,9.901092852083583e-12,4.397539991296435e-12,1.305585977716898e-11,2.910037766295447e-12,1.275816290982888e-11,1.239157207345539e-11,7.352830042562151e-12,1.557371197016163e-11,3.949925545483017e-12,7.308589797229109e-11,5.879050025240174e-12,4.582255141071404e-12,7.5718570237018e-12,2.499721399083554e-12,2.635099066746348e-11,1.169772655370649e-11,6.727376673115819e-12,1.51426018575511e-11,3.488941022729283e-12,2.499796736363189e-11,6.610365909752492e-12,2.743708185902077e-12,1.581160069179918e-11,2.966400448790977e-12,2.855462916132838e-11,9.034077139095123e-12,7.227912854734461e-12,2.934702608953202e-11,7.239206946820169e-12,2.872724204936284e-11,7.112633495454392e-12,6.157928181388083e-12,2.479251695165662e-11,5.875962066849547e-12,2.2454769591761e-11,1.493367243467565e-11,8.792585678948162e-12,1.505057129040384e-11,4.486717483649776e-12,2.399055573307812e-11,1.226068853192781e-11,6.467994746462303e-12,1.649790773370477e-11,3.905843366419297e-12,2.19418497585608e-11,6.839667685801928e-12,5.863634979141828e-12,1.738915495071993e-11,4.116107185430212e-12,0,Subject35
